value_name,inserted_ts,values,name,id,value_type,item_id,value_id
Madera,2025-02-17 04:39:36,"[{'id': '6545141', 'name': 'Madera', 'struct': None}]",Material del estuche,WINE_CASE_MATERIAL,string,MLA1662026052,6545141
Tinto,2025-02-17 04:39:36,"[{'id': '2107333', 'name': 'Tinto', 'struct': None}]",Tipo de vino,WINE_TYPE,string,MLA1662026052,2107333
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Año,YEAR,number,MLA1662026052,-1
14 %,2025-02-17 04:39:36,"[{'id': '8897089', 'name': '14 %', 'struct': {'number': 14, 'unit': '%'}}]",Graduación alcohólica,ALCOHOL_BY_VOLUME,number_unit,MLA1690141470,8897089
Frutos negros notas de especias,2025-02-17 04:39:36,"[{'id': '34259558', 'name': 'Frutos negros notas de especias', 'struct': None}]",Aromas,AROMAS,string,MLA1690141470,34259558
18 meses,2025-02-17 04:39:36,"[{'id': '9163252', 'name': '18 meses', 'struct': {'number': 18, 'unit': 'meses'}}]",Tiempo en barrica,BARREL_TIME,number_unit,MLA1690141470,9163252
D.V. Catena,2025-02-17 04:39:36,"[{'id': '2335071', 'name': 'D.V. Catena', 'struct': None}]",Marca,BRAND,string,MLA1690141470,2335071
Catena Zapata,2025-02-17 04:39:36,"[{'id': '2292304', 'name': 'Catena Zapata', 'struct': None}]",Bodega,CELLAR,string,MLA1690141470,2292304
17 °C,2025-02-17 04:39:36,"[{'id': '13020287', 'name': '17 °C', 'struct': {'number': 17, 'unit': '°C'}}]",Temperatura ideal de consumo,IDEAL_CONSUMING_TEMPERATURE,number_unit,MLA1690141470,13020287
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Incluye estuche,INCLUDES_CASE,boolean,MLA1690141470,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es bebida sin alcohol,IS_NON_ALCOHOLIC_DRINK,boolean,MLA1690141470,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es orgánico,IS_ORGANIC,boolean,MLA1690141470,242084
Nuevo,2025-02-17 04:39:36,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None}]",Condición del ítem,ITEM_CONDITION,list,MLA1690141470,2230284
Vino Dv Catena Malbec - Malbec 750ml,2025-02-17 04:39:36,"[{'id': '16581298', 'name': 'Vino Dv Catena Malbec - Malbec 750ml', 'struct': None}]",Título manual,MANUAL_TITLE,string,MLA1690141470,16581298
Argentina,2025-02-17 04:39:36,"[{'id': '96380', 'name': 'Argentina', 'struct': None}]",Origen,ORIGIN,string,MLA1690141470,96380
Botella,2025-02-17 04:39:36,"[{'id': '2290293', 'name': 'Botella', 'struct': None}]",Tipo de envase,PACKAGING_TYPE,string,MLA1690141470,2290293
"Carnes rojas salseadas,Cazuela de legumbres,Platos criollos",2025-02-17 04:39:36,"[{'id': '27564381', 'name': 'Carnes rojas salseadas', 'struct': None}, {'id': '27564382', 'name': 'Cazuela de legumbres', 'struct': None}, {'id': '13177790', 'name': 'Platos criollos', 'struct': None}]",Maridajes,PAIRINGS,string,MLA1690141470,
Temperatura ambiente,2025-02-17 04:39:36,"[{'id': '10792872', 'name': 'Temperatura ambiente', 'struct': None}]",Conservación del producto,PRODUCT_CONSERVATION,list,MLA1690141470,10792872
Contiene líquido,2025-02-17 04:39:36,"[{'id': '7435885', 'name': 'Contiene líquido', 'struct': None}]",Características del producto,PRODUCT_FEATURES,list,MLA1690141470,7435885
Mendoza,2025-02-17 04:39:36,"[{'id': '13244147', 'name': 'Mendoza', 'struct': None}]",Regiones,REGIONS,string,MLA1690141470,13244147
2002340,2025-02-17 04:39:36,"[{'id': None, 'name': '2002340', 'struct': None}]",Número de Registro Nacional de Establecimiento (RNE),RNE_ESTABLISHMENT_NATIONAL_REGISTRATION_NUMBER,string,MLA1690141470,
2332873235,2025-02-17 04:39:36,"[{'id': None, 'name': '2332873235', 'struct': None}]",Número de inscripción de producto (RNPA),RNPA_PRODUCT_INSCRIPTION_NUMBER,string,MLA1690141470,
Unidad,2025-02-17 04:39:36,"[{'id': '1359391', 'name': 'Unidad', 'struct': None}]",Formato de venta,SALE_FORMAT,list,MLA1690141470,1359391
7794450090096,2025-02-17 04:39:36,"[{'id': None, 'name': '7794450090096', 'struct': None}]",SKU,SELLER_SKU,string,MLA1690141470,
1,2025-02-17 04:39:36,"[{'id': '2726554', 'name': '1', 'struct': None}]",Unidades por pack,UNITS_PER_PACK,number,MLA1690141470,2726554
750 mL,2025-02-17 04:39:36,"[{'id': '2292305', 'name': '750 mL', 'struct': {'number': 750, 'unit': 'mL'}}]",Volumen de la unidad,UNIT_VOLUME,number_unit,MLA1690141470,2292305
Malbec,2025-02-17 04:39:36,"[{'id': '2107336', 'name': 'Malbec', 'struct': None}]",Varietal,VARIETAL,string,MLA1690141470,2107336
Tinto,2025-02-17 04:39:36,"[{'id': '2107333', 'name': 'Tinto', 'struct': None}]",Tipo de vino,WINE_TYPE,string,MLA1690141470,2107333
1,2025-02-17 04:39:36,"[{'id': None, 'name': '1', 'struct': None}]",Cantidad de packs,PACKS_NUMBER,integer,MLA864705259,
14 %,2025-02-17 04:39:36,"[{'id': None, 'name': '14 %', 'struct': {'number': 14, 'unit': '%'}}]",Graduación alcohólica,ALCOHOL_BY_VOLUME,number_unit,MLA864705259,
Frutos rojos,2025-02-17 04:39:36,"[{'id': '8869920', 'name': 'Frutos rojos', 'struct': None}]",Aromas,AROMAS,string,MLA864705259,8869920
0 meses,2025-02-17 04:39:36,"[{'id': None, 'name': '0 meses', 'struct': {'number': 0, 'unit': 'meses'}}]",Tiempo en barrica,BARREL_TIME,number_unit,MLA864705259,
Cordero con Piel de Lobo,2025-02-17 04:39:36,"[{'id': '12184250', 'name': 'Cordero con Piel de Lobo', 'struct': None}]",Marca,BRAND,string,MLA864705259,12184250
Mosquita Muerta Wines,2025-02-17 04:39:36,"[{'id': '13728221', 'name': 'Mosquita Muerta Wines', 'struct': None}]",Bodega,CELLAR,string,MLA864705259,13728221
16 °C,2025-02-17 04:39:36,"[{'id': None, 'name': '16 °C', 'struct': {'number': 16, 'unit': '°C'}}]",Temperatura ideal de consumo,IDEAL_CONSUMING_TEMPERATURE,number_unit,MLA864705259,
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Incluye estuche,INCLUDES_CASE,boolean,MLA864705259,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es bebida sin alcohol,IS_NON_ALCOHOLIC_DRINK,boolean,MLA864705259,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es orgánico,IS_ORGANIC,boolean,MLA864705259,242084
Nuevo,2025-02-17 04:39:36,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None}]",Condición del ítem,ITEM_CONDITION,list,MLA864705259,2230284
Malbec,2025-02-17 04:39:36,"[{'id': '9692652', 'name': 'Malbec', 'struct': None}]",Línea,LINE,string,MLA864705259,9692652
Argentina,2025-02-17 04:39:36,"[{'id': '96380', 'name': 'Argentina', 'struct': None}]",Origen,ORIGIN,string,MLA864705259,96380
31 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '31 cm', 'struct': {'number': 31, 'unit': 'cm'}}]",Altura del paquete,PACKAGE_HEIGHT,number_unit,MLA864705259,
24.4 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '24.4 cm', 'struct': {'number': 24.4, 'unit': 'cm'}}]",Largo del paquete,PACKAGE_LENGTH,number_unit,MLA864705259,
7360 g,2025-02-17 04:39:36,"[{'id': None, 'name': '7360 g', 'struct': {'number': 7360, 'unit': 'g'}}]",Peso del paquete,PACKAGE_WEIGHT,number_unit,MLA864705259,
16.6 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '16.6 cm', 'struct': {'number': 16.6, 'unit': 'cm'}}]",Ancho del paquete,PACKAGE_WIDTH,number_unit,MLA864705259,
Botella,2025-02-17 04:39:36,"[{'id': '2290293', 'name': 'Botella', 'struct': None}]",Tipo de envase,PACKAGING_TYPE,string,MLA864705259,2290293
Carne,2025-02-17 04:39:36,"[{'id': '8869917', 'name': 'Carne', 'struct': None}]",Maridajes,PAIRINGS,string,MLA864705259,8869917
"Con vencimiento,Contiene líquido,Frágil,No rotable",2025-02-17 04:39:36,"[{'id': '7435888', 'name': 'Con vencimiento', 'struct': None}, {'id': '7435885', 'name': 'Contiene líquido', 'struct': None}, {'id': '7435883', 'name': 'Frágil', 'struct': None}, {'id': '12928414', 'name': 'No rotable', 'struct': None}]",Características del producto,PRODUCT_FEATURES,list,MLA864705259,
Mendoza,2025-02-17 04:39:36,"[{'id': '13244147', 'name': 'Mendoza', 'struct': None}]",Regiones,REGIONS,string,MLA864705259,13244147
No aplica,2025-02-17 04:39:36,"[{'id': None, 'name': 'No aplica', 'struct': None}]",Número de Registro Nacional de Establecimiento (RNE),RNE_ESTABLISHMENT_NATIONAL_REGISTRATION_NUMBER,string,MLA864705259,
No aplica,2025-02-17 04:39:36,"[{'id': None, 'name': 'No aplica', 'struct': None}]",Número de inscripción de producto (RNPA),RNPA_PRODUCT_INSCRIPTION_NUMBER,string,MLA864705259,
Pack,2025-02-17 04:39:36,"[{'id': '1359392', 'name': 'Pack', 'struct': None}]",Formato de venta,SALE_FORMAT,list,MLA864705259,1359392
11505913/c,2025-02-17 04:39:36,"[{'id': None, 'name': '11505913/c', 'struct': None}]",SKU,SELLER_SKU,string,MLA864705259,
Auto-despachable,2025-02-17 04:39:36,"[{'id': '7575939', 'name': 'Auto-despachable', 'struct': None}]",Embalaje del envío,SHIPMENT_PACKING,list,MLA864705259,7575939
6,2025-02-17 04:39:36,"[{'id': None, 'name': '6', 'struct': None}]",Unidades por pack,UNITS_PER_PACK,number,MLA864705259,
750 mL,2025-02-17 04:39:36,"[{'id': None, 'name': '750 mL', 'struct': {'number': 750, 'unit': 'mL'}}]",Volumen de la unidad,UNIT_VOLUME,number_unit,MLA864705259,
Malbec,2025-02-17 04:39:36,"[{'id': '2107336', 'name': 'Malbec', 'struct': None}]",Varietal,VARIETAL,string,MLA864705259,2107336
No incluye estuche,2025-02-17 04:39:36,"[{'id': '13437191', 'name': 'No incluye estuche', 'struct': None}]",Material del estuche,WINE_CASE_MATERIAL,string,MLA864705259,13437191
Tinto,2025-02-17 04:39:36,"[{'id': '2107333', 'name': 'Tinto', 'struct': None}]",Tipo de vino,WINE_TYPE,string,MLA864705259,2107333
1111,2025-02-17 04:39:36,"[{'id': None, 'name': '1111', 'struct': None}]",Año,YEAR,number,MLA864705259,
14 %,2025-02-17 04:39:36,"[{'id': '8897089', 'name': '14 %', 'struct': {'number': 14, 'unit': '%'}}]",Graduación alcohólica,ALCOHOL_BY_VOLUME,number_unit,MLA2007232838,8897089
Frutos rojos,2025-02-17 04:39:36,"[{'id': '8869920', 'name': 'Frutos rojos', 'struct': None}]",Aromas,AROMAS,string,MLA2007232838,8869920
16 meses,2025-02-17 04:39:36,"[{'id': '13043939', 'name': '16 meses', 'struct': {'number': 16, 'unit': 'meses'}}]",Tiempo en barrica,BARREL_TIME,number_unit,MLA2007232838,13043939
Angélica Zapata,2025-02-17 04:39:36,"[{'id': '19745034', 'name': 'Angélica Zapata', 'struct': None}]",Marca,BRAND,string,MLA2007232838,19745034
Catena Zapata,2025-02-17 04:39:36,"[{'id': '2292304', 'name': 'Catena Zapata', 'struct': None}]",Bodega,CELLAR,string,MLA2007232838,2292304
16 °C,2025-02-17 04:39:36,"[{'id': '12240407', 'name': '16 °C', 'struct': {'number': 16, 'unit': '°C'}}]",Temperatura ideal de consumo,IDEAL_CONSUMING_TEMPERATURE,number_unit,MLA2007232838,12240407
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Incluye estuche,INCLUDES_CASE,boolean,MLA2007232838,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es bebida sin alcohol,IS_NON_ALCOHOLIC_DRINK,boolean,MLA2007232838,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es orgánico,IS_ORGANIC,boolean,MLA2007232838,242084
Nuevo,2025-02-17 04:39:36,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None}]",Condición del ítem,ITEM_CONDITION,list,MLA2007232838,2230284
Malbec Alta,2025-02-17 04:39:36,"[{'id': '16936111', 'name': 'Malbec Alta', 'struct': None}]",Línea,LINE,string,MLA2007232838,16936111
Argentina,2025-02-17 04:39:36,"[{'id': '96380', 'name': 'Argentina', 'struct': None}]",Origen,ORIGIN,string,MLA2007232838,96380
Botella,2025-02-17 04:39:36,"[{'id': '2290293', 'name': 'Botella', 'struct': None}]",Tipo de envase,PACKAGING_TYPE,string,MLA2007232838,2290293
"Carnes,Hamburguesa,Pasta",2025-02-17 04:39:36,"[{'id': '9799206', 'name': 'Carnes', 'struct': None}, {'id': '25775998', 'name': 'Hamburguesa', 'struct': None}, {'id': '8869918', 'name': 'Pasta', 'struct': None}]",Maridajes,PAIRINGS,string,MLA2007232838,
Temperatura ambiente,2025-02-17 04:39:36,"[{'id': '10792872', 'name': 'Temperatura ambiente', 'struct': None}]",Conservación del producto,PRODUCT_CONSERVATION,list,MLA2007232838,10792872
"Frágil,Contiene líquido",2025-02-17 04:39:36,"[{'id': '7435883', 'name': 'Frágil', 'struct': None}, {'id': '7435885', 'name': 'Contiene líquido', 'struct': None}]",Características del producto,PRODUCT_FEATURES,list,MLA2007232838,
Mendoza,2025-02-17 04:39:36,"[{'id': '13244147', 'name': 'Mendoza', 'struct': None}]",Regiones,REGIONS,string,MLA2007232838,13244147
Unidad,2025-02-17 04:39:36,"[{'id': '1359391', 'name': 'Unidad', 'struct': None}]",Formato de venta,SALE_FORMAT,list,MLA2007232838,1359391
1,2025-02-17 04:39:36,"[{'id': '2726554', 'name': '1', 'struct': None}]",Unidades por pack,UNITS_PER_PACK,number,MLA2007232838,2726554
750 mL,2025-02-17 04:39:36,"[{'id': '2292305', 'name': '750 mL', 'struct': {'number': 750, 'unit': 'mL'}}]",Volumen de la unidad,UNIT_VOLUME,number_unit,MLA2007232838,2292305
Malbec,2025-02-17 04:39:36,"[{'id': '2107336', 'name': 'Malbec', 'struct': None}]",Varietal,VARIETAL,string,MLA2007232838,2107336
07501054550150,2025-02-17 04:39:36,"[{'id': '47411503', 'name': '07501054550150', 'struct': None}]",Material del estuche,WINE_CASE_MATERIAL,string,MLA2007232838,47411503
Tinto,2025-02-17 04:39:36,"[{'id': '2107333', 'name': 'Tinto', 'struct': None}]",Tipo de vino,WINE_TYPE,string,MLA2007232838,2107333
14 %,2025-02-17 04:39:36,"[{'id': '8897089', 'name': '14 %', 'struct': {'number': 14, 'unit': '%'}}]",Graduación alcohólica,ALCOHOL_BY_VOLUME,number_unit,MLA1444102996,8897089
Frutos rojos,2025-02-17 04:39:36,"[{'id': '8869920', 'name': 'Frutos rojos', 'struct': None}]",Aromas,AROMAS,string,MLA1444102996,8869920
8 meses,2025-02-17 04:39:36,"[{'id': '9163247', 'name': '8 meses', 'struct': {'number': 8, 'unit': 'meses'}}]",Tiempo en barrica,BARREL_TIME,number_unit,MLA1444102996,9163247
Partridge Bag In Box,2025-02-17 04:39:36,"[{'id': '16939776', 'name': 'Partridge Bag In Box', 'struct': None}]",Marca,BRAND,string,MLA1444102996,16939776
Viña Las Perdices.,2025-02-17 04:39:36,"[{'id': '11051487', 'name': 'Viña Las Perdices.', 'struct': None}]",Bodega,CELLAR,string,MLA1444102996,11051487
16 °C,2025-02-17 04:39:36,"[{'id': '12240407', 'name': '16 °C', 'struct': {'number': 16, 'unit': '°C'}}]",Temperatura ideal de consumo,IDEAL_CONSUMING_TEMPERATURE,number_unit,MLA1444102996,12240407
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Incluye estuche,INCLUDES_CASE,boolean,MLA1444102996,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es bebida sin alcohol,IS_NON_ALCOHOLIC_DRINK,boolean,MLA1444102996,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es orgánico,IS_ORGANIC,boolean,MLA1444102996,242084
Nuevo,2025-02-17 04:39:36,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None}]",Condición del ítem,ITEM_CONDITION,list,MLA1444102996,2230284
Malbec,2025-02-17 04:39:36,"[{'id': '9692652', 'name': 'Malbec', 'struct': None}]",Línea,LINE,string,MLA1444102996,9692652
Partridge Bag In Box Vino Malbec 3000ml Viña Las Perdices,2025-02-17 04:39:36,"[{'id': '16939777', 'name': 'Partridge Bag In Box Vino Malbec 3000ml Viña Las Perdices', 'struct': None}]",Título manual,MANUAL_TITLE,string,MLA1444102996,16939777
Argentina,2025-02-17 04:39:36,"[{'id': '96380', 'name': 'Argentina', 'struct': None}]",Origen,ORIGIN,string,MLA1444102996,96380
23.2 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '23.2 cm', 'struct': {'number': 23.2, 'unit': 'cm'}}]",Altura del paquete,PACKAGE_HEIGHT,number_unit,MLA1444102996,
9.4 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '9.4 cm', 'struct': {'number': 9.4, 'unit': 'cm'}}]",Largo del paquete,PACKAGE_LENGTH,number_unit,MLA1444102996,
3060 g,2025-02-17 04:39:36,"[{'id': None, 'name': '3060 g', 'struct': {'number': 3060, 'unit': 'g'}}]",Peso del paquete,PACKAGE_WEIGHT,number_unit,MLA1444102996,
18 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '18 cm', 'struct': {'number': 18, 'unit': 'cm'}}]",Ancho del paquete,PACKAGE_WIDTH,number_unit,MLA1444102996,
Cartón,2025-02-17 04:39:36,"[{'id': '12170718', 'name': 'Cartón', 'struct': None}]",Tipo de envase,PACKAGING_TYPE,string,MLA1444102996,12170718
Maridar,2025-02-17 04:39:36,"[{'id': '20166693', 'name': 'Maridar', 'struct': None}]",Maridajes,PAIRINGS,string,MLA1444102996,20166693
Temperatura ambiente,2025-02-17 04:39:36,"[{'id': '10792872', 'name': 'Temperatura ambiente', 'struct': None}]",Conservación del producto,PRODUCT_CONSERVATION,list,MLA1444102996,10792872
"Con vencimiento,Contiene líquido,Frágil,No rotable",2025-02-17 04:39:36,"[{'id': '7435888', 'name': 'Con vencimiento', 'struct': None}, {'id': '7435885', 'name': 'Contiene líquido', 'struct': None}, {'id': '7435883', 'name': 'Frágil', 'struct': None}, {'id': '12928414', 'name': 'No rotable', 'struct': None}]",Características del producto,PRODUCT_FEATURES,list,MLA1444102996,
Lujandecuyo,2025-02-17 04:39:36,"[{'id': '13687692', 'name': 'Lujandecuyo', 'struct': None}]",Regiones,REGIONS,string,MLA1444102996,13687692
Unidad,2025-02-17 04:39:36,"[{'id': '1359391', 'name': 'Unidad', 'struct': None}]",Formato de venta,SALE_FORMAT,list,MLA1444102996,1359391
Caja,2025-02-17 04:39:36,"[{'id': '7435892', 'name': 'Caja', 'struct': None}]",Embalaje del envío,SHIPMENT_PACKING,list,MLA1444102996,7435892
1,2025-02-17 04:39:36,"[{'id': '2726554', 'name': '1', 'struct': None}]",Unidades por pack,UNITS_PER_PACK,number,MLA1444102996,2726554
3000 mL,2025-02-17 04:39:36,"[{'id': '9541932', 'name': '3000 mL', 'struct': {'number': 3000, 'unit': 'mL'}}]",Volumen de la unidad,UNIT_VOLUME,number_unit,MLA1444102996,9541932
Malbec,2025-02-17 04:39:36,"[{'id': '2107336', 'name': 'Malbec', 'struct': None}]",Varietal,VARIETAL,string,MLA1444102996,2107336
Cartón,2025-02-17 04:39:36,"[{'id': '13418935', 'name': 'Cartón', 'struct': None}]",Material del estuche,WINE_CASE_MATERIAL,string,MLA1444102996,13418935
Tinto,2025-02-17 04:39:36,"[{'id': '2107333', 'name': 'Tinto', 'struct': None}]",Tipo de vino,WINE_TYPE,string,MLA1444102996,2107333
2023,2025-02-17 04:39:36,"[{'id': None, 'name': '2023', 'struct': None}]",Año,YEAR,number,MLA1444102996,
1,2025-02-17 04:39:36,"[{'id': None, 'name': '1', 'struct': None}]",Cantidad de packs,PACKS_NUMBER,integer,MLA2014041102,
15 %,2025-02-17 04:39:36,"[{'id': '9163223', 'name': '15 %', 'struct': {'number': 15, 'unit': '%'}}]",Graduación alcohólica,ALCOHOL_BY_VOLUME,number_unit,MLA2014041102,9163223
Notas de cata,2025-02-17 04:39:36,"[{'id': '21350746', 'name': 'Notas de cata', 'struct': None}]",Aromas,AROMAS,string,MLA2014041102,21350746
0 meses,2025-02-17 04:39:36,"[{'id': '13081733', 'name': '0 meses', 'struct': {'number': 0, 'unit': 'meses'}}]",Tiempo en barrica,BARREL_TIME,number_unit,MLA2014041102,13081733
Urqo,2025-02-17 04:39:36,"[{'id': '27903542', 'name': 'Urqo', 'struct': None}]",Marca,BRAND,string,MLA2014041102,27903542
Urqo,2025-02-17 04:39:36,"[{'id': '16844422', 'name': 'Urqo', 'struct': None}]",Bodega,CELLAR,string,MLA2014041102,16844422
16 °C,2025-02-17 04:39:36,"[{'id': '12240407', 'name': '16 °C', 'struct': {'number': 16, 'unit': '°C'}}]",Temperatura ideal de consumo,IDEAL_CONSUMING_TEMPERATURE,number_unit,MLA2014041102,12240407
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Incluye estuche,INCLUDES_CASE,boolean,MLA2014041102,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es bebida sin alcohol,IS_NON_ALCOHOLIC_DRINK,boolean,MLA2014041102,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es orgánico,IS_ORGANIC,boolean,MLA2014041102,242084
Nuevo,2025-02-17 04:39:36,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None}]",Condición del ítem,ITEM_CONDITION,list,MLA2014041102,2230284
Los Durmientes,2025-02-17 04:39:36,"[{'id': '47479723', 'name': 'Los Durmientes', 'struct': None}]",Línea,LINE,string,MLA2014041102,47479723
Vino Tinto Urqo Los Durmientes Malbec Valle De Uco X6,2025-02-17 04:39:36,"[{'id': '47479724', 'name': 'Vino Tinto Urqo Los Durmientes Malbec Valle De Uco X6', 'struct': None}]",Título manual,MANUAL_TITLE,string,MLA2014041102,47479724
Argentina,2025-02-17 04:39:36,"[{'id': '96380', 'name': 'Argentina', 'struct': None}]",Origen,ORIGIN,string,MLA2014041102,96380
30.6 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '30.6 cm', 'struct': {'number': 30.6, 'unit': 'cm'}}]",Altura del paquete,PACKAGE_HEIGHT,number_unit,MLA2014041102,
24.8 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '24.8 cm', 'struct': {'number': 24.8, 'unit': 'cm'}}]",Largo del paquete,PACKAGE_LENGTH,number_unit,MLA2014041102,
